user_id,sentiment
2806.0,0.0
3046.0,0.0
7141.0,-0.5
8882.0,-1.0
10221.0,-1.0
11351.0,-1.0
39933.0,-0.25
626703.0,-1.0
651403.0,0.0
668103.0,0.0
680933.0,0.0
711953.0,-0.5
741803.0,0.0
743403.0,0.0
755970.0,0.0
758599.0,-1.0
766150.0,0.0
773716.0,-1.0
784519.0,-1.0
785722.0,-1.0
788094.0,0.0
809314.0,0.0
814557.0,-1.0
818660.0,0.0
876641.0,0.0
891261.0,-0.5
955611.0,-1.0
959401.0,-1.0
1032541.0,-1.0
1071091.0,-1.0
1171621.0,-1.0
1218261.0,-0.5
1296661.0,0.5
1437671.0,0.0
1467621.0,0.0
1504481.0,0.0
1661531.0,0.0
1677631.0,-1.0
1773861.0,0.5
1792551.0,-1.0
1813221.0,-1.0
1819261.0,0.0
1822601.0,-0.8
1891381.0,1.0
1931631.0,-1.0
2093881.0,-1.0
2140011.0,1.0
2400631.0,0.0
2533031.0,0.3333333333333333
2937071.0,0.0
3632161.0,0.0
3741691.0,0.0
3921281.0,1.0
3934221.0,-1.0
4083781.0,0.0
4102641.0,-1.0
4113191.0,0.0
4139771.0,-1.0
4215881.0,0.0
4296301.0,-1.0
4390331.0,0.0
4937061.0,-0.6666666666666666
5260211.0,0.0
5339712.0,-1.0
5358642.0,-1.0
5385802.0,-1.0
5424492.0,0.0
5428752.0,0.0
5620312.0,-1.0
5645502.0,-1.0
5654932.0,0.0
5666032.0,0.0
5744772.0,-1.0
5820162.0,-1.0
5822762.0,0.0
5887502.0,-1.0
5998492.0,-1.0
6035812.0,-1.0
6044272.0,0.0
6072622.0,0.0
6083342.0,-0.5
6220372.0,-1.0
6458752.0,0.0
6472332.0,0.0
6479652.0,0.0
6509342.0,0.0
6540612.0,0.0
6575962.0,0.5
6576292.0,-0.3333333333333333
6612402.0,0.0
6710782.0,-1.0
6907982.0,-1.0
6972902.0,0.0
7014702.0,-1.0
7139742.0,-1.0
7156012.0,-1.0
7214472.0,0.0
7243782.0,-1.0
7374052.0,-0.14285714285714285
7385622.0,0.0
7453012.0,0.0
7558752.0,0.0
7686862.0,0.0
7703832.0,-1.0
7745202.0,-1.0
7806532.0,-1.0
7829912.0,-1.0
7853592.0,-1.0
7882162.0,1.0
7950832.0,0.0
7998632.0,-1.0
8039552.0,-1.0
8062702.0,0.0
8129542.0,-1.0
8297102.0,0.0
8303022.0,-1.0
8304232.0,-1.0
8308222.0,-1.0
8338302.0,-1.0
8423152.0,0.0
8472272.0,0.0
9057252.0,0.0
9061872.0,-1.0
9126752.0,-0.25
9130702.0,-0.5
9181042.0,-1.0
9197602.0,0.0
9210512.0,0.0
9229672.0,0.0
9301242.0,-1.0
9376172.0,-0.75
9614972.0,-1.0
9631682.0,1.0
9640612.0,-1.0
9737032.0,0.0
9803552.0,-0.75
9901672.0,-0.3333333333333333
9921412.0,0.0
9931932.0,-1.0
9955312.0,-1.0
10007262.0,-1.0
10046442.0,-1.0
10059662.0,-1.0
10108422.0,-1.0
10135072.0,1.0
10362072.0,-1.0
10754702.0,-1.0
10799842.0,0.0
10915842.0,0.0
10973142.0,1.0
10998982.0,0.0
11031692.0,0.0
11067622.0,0.0
11104872.0,-1.0
11178672.0,-0.3333333333333333
11180212.0,0.0
11194802.0,0.3333333333333333
11206802.0,-1.0
11232902.0,1.0
11308402.0,-1.0
11552632.0,0.0
11707152.0,-1.0
11733112.0,0.0
11946722.0,-0.3333333333333333
12049772.0,-1.0
12196352.0,0.0
12291862.0,0.0
12294132.0,1.0
12336532.0,-0.2
12385102.0,-1.0
12481592.0,-1.0
12483442.0,-0.5
12613432.0,1.0
12644662.0,-0.6666666666666666
12692452.0,-1.0
12896172.0,0.0
12986172.0,-0.5
13133312.0,-1.0
13222472.0,-1.0
13365142.0,-1.0
13408792.0,0.0
13502732.0,-0.6666666666666666
13822992.0,-0.4666666666666667
13857392.0,-1.0
13989852.0,0.0
14012622.0,0.0
14019792.0,0.0
14060641.0,0.0
14075193.0,0.0
14084482.0,0.0
14085676.0,-1.0
14088120.0,0.0
14098607.0,0.0
14105071.0,-0.5
14114254.0,0.0
14115172.0,-1.0
14138486.0,0.0
14145739.0,-0.21212121212121213
14147257.0,0.0
14147841.0,0.0
14156070.0,0.0
14160115.0,1.0
14165320.0,1.0
14173315.0,-1.0
14180138.0,0.0
14186393.0,-1.0
14186871.0,-1.0
14189683.0,-1.0
14190948.0,-1.0
14204347.0,-0.6666666666666666
14217881.0,-1.0
14221128.0,-1.0
14223107.0,-1.0
14226638.0,0.0
14228099.0,0.0
14232463.0,-1.0
14235410.0,1.0
14246644.0,-1.0
14254315.0,0.0
14256447.0,-1.0
14263368.0,0.0
14269392.0,-1.0
14271759.0,1.0
14277681.0,-1.0
14285511.0,-1.0
14287139.0,0.14772727272727273
14288232.0,1.0
14296270.0,-1.0
14299782.0,0.0
14303901.0,-0.5
14304462.0,0.0
14311436.0,0.0
14313727.0,0.0
14317914.0,0.0
14333167.0,-1.0
14334912.0,-0.5
14344469.0,1.0
14345811.0,-1.0
14352556.0,-1.0
14357265.0,0.0
14362684.0,0.0
14371856.0,-0.3333333333333333
14376406.0,-1.0
14379164.0,0.0
14379530.0,0.25
14385329.0,0.0
14397952.0,-0.5
14413466.0,0.0
14437015.0,-1.0
14437914.0,1.0
14438342.0,-1.0
14448830.0,0.0
14471392.0,-1.0
14478948.0,-1.0
14496945.0,-1.0
14502749.0,0.0
14523280.0,-1.0
14531282.0,-1.0
14545504.0,-1.0
14558002.0,-1.0
14561385.0,-1.0
14573456.0,-1.0
14575708.0,-1.0
14589390.0,1.0
14597344.0,-1.0
14601208.0,1.0
14604158.0,-1.0
14610604.0,-1.0
14621898.0,1.0
14634304.0,-1.0
14642644.0,-1.0
14649546.0,0.0
14661912.0,-1.0
14662354.0,0.0
14664605.0,0.0
14669951.0,-1.0
14673491.0,0.0
14690954.0,0.0
14693499.0,-0.5
14710235.0,0.0
14764623.0,0.0
14768116.0,-0.5
14769495.0,-0.6666666666666666
14774256.0,-1.0
14776260.0,0.0
14778856.0,0.0
14788739.0,0.0
14791392.0,0.0
14794077.0,-1.0
14801881.0,0.0
14804672.0,-0.5
14805851.0,-0.5
14812096.0,-1.0
14823874.0,-1.0
14827960.0,-0.75
14830349.0,-1.0
14830887.0,-1.0
14837505.0,-1.0
14840162.0,-1.0
14841472.0,-1.0
14852033.0,-1.0
14859642.0,0.0
14863299.0,0.0
14881820.0,-1.0
14885286.0,-1.0
14893297.0,-0.8571428571428571
14918956.0,0.0
14935323.0,0.21052631578947367
14936942.0,-1.0
14939695.0,-1.0
14940723.0,-1.0
14950206.0,-1.0
14953151.0,-1.0
14965091.0,0.0
14972849.0,-0.5
14979481.0,0.0
14987728.0,0.0
14993272.0,0.0
15010058.0,0.0
15021056.0,-1.0
15031724.0,-1.0
15035463.0,0.0
15039950.0,-1.0
15047029.0,0.0
15049407.0,-1.0
15050354.0,0.0
15052203.0,-1.0
15069709.0,-1.0
15075358.0,-1.0
15096908.0,0.0
15100976.0,0.0
15109904.0,-0.5
15113341.0,-1.0
15119358.0,-0.5
15129030.0,-1.0
